OBJECTID,PERMITNUMBER,PROJECTID,NAME,CONTACT,PERMITGROUP,PERMITSTATUS,StatusDate,EXPDATE,Latitude,Longitude,PDF_LINK
2676,6719-9050,EJ11-0375,CVS Pharmacy (Williston),Drew Shatzer,Operational,Issued,1701683700000,1859414400000,44.446828,-73.111682,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6719-9050.pdf
2677,9554-9020,,Mixed Use Building at 1652 Mountain Rd,Thomas Benoit,Construction,Issued,1676555340000,1834185600000,44.473434,-72.708958,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9554-9020.pdf
2678,7951-9020,,I.R.D. Sand and Gravel,Thomas Benoit,Construction,Issued,1676999760000,1834617600000,44.795332,-71.912908,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7951-9020.pdf
2679,3002-9050,BR98-0196,Blue Cross and Blue Shield of Vermont,Ashley Preston,Operational,Issued,1689070620000,1736467200000,44.2128,-72.559052,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3002-9050.pdf
2680,3740-9050,BR05-0092,MacAuley Bldg (f.k.a. Malden Building),Ashley Preston,Operational,Issued,1678368060000,1836086400000,44.171201,-72.492801,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3740-9050.pdf
2681,8222-9040.AR,,Town of Middletown Springs MRGP,Jim Ryan,Operational,Issued,1676286780000,1832371200000,43.486193,-73.118018,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8222-9040.AR.pdf
2682,8228-9040.AR,,Town of Rupert MRGP,Jim Ryan,Operational,Issued,1676290500000,1832371200000,43.23811,-73.239353,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8228-9040.AR.pdf
2683,8026-9040.AR,,Town of Tunbridge MRGP,Jim Ryan,Operational,Issued,1676288760000,1832371200000,43.887592,-72.49421,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8026-9040.AR.pdf
2684,3147-9050,BR96-0424,Partridge Farm Subdivision,Ashley Preston,Operational,Issued,1696593120000,1743811200000,44.231844,-72.548686,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3147-9050.pdf
2685,8627-9050,,Waterfront Plaza,Terry Purcell,Operational,Issued,1681292340000,1728604800000,44.939074,-72.206115,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8627-9050.pdf
2686,8520-9050,,Mills Point,Terry Purcell,Operational,Issued,1681292160000,1728604800000,44.554705,-73.297134,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8520-9050.pdf
2687,5349-9050,BR96-0041,The Villas at Trapp Family Lodge,Ashley Preston,Operational,Issued,1717672560000,1875312000000,44.472605,-72.745385,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5349-9050.pdf
2688,9511-9050,,13 Sweeney Farm Road,Michael Sadler,Operational,Issued,1678803000000,1836518400000,44.599417,-73.158611,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9511-9050.pdf
2689,6072-9050,SJ97-0125.01,Calkins Sand and Gravel Pit,Michael Sadler,Operational,Issued,1681381080000,1728691200000,44.911083,-72.263835,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6072-9050.pdf
2690,3614-9050,BR97-0039,Countryside Estates,Ashley Carver,Operational,Issued,1682608440000,1729900800000,44.20429,-72.47808,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3614-9050.pdf
2691,8257-9040.AR,,Town of Baltimore MRGP,Jim Ryan,Operational,Issued,1676554560000,1832371200000,43.36768,-72.562813,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8257-9040.AR.pdf
2692,3110-9050.1,BR74-0002,Wilson Industrial Park-Phase 2,Aaron Ferraro,Operational,Issued,1697553180000,1744761600000,44.174456,-72.482467,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3110-9050.1.pdf
2693,4400-9050,BR96-0148.01,Stone Mountain Properties Residential Development,Ashley Preston,Operational,Issued,1690989960000,1738368000000,44.17496,-72.49318,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4400-9050.pdf
2694,5467-9050.1,SJ78-0002,Jay Peak,Michael Sadler,Operational,Issued,1678709700000,1836432000000,44.93531,-72.50188,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5467-9050.1.pdf
