ESITEID,PRIMARYADDRESS,TOWNNAME,PARCELNUM,UNITCOUNT,YEARBUILT,SITETYPE,GPSX,GPSY,ParcelCategory,SOURCEOFDATA
760327,1457 OLD BRADLEY RD,SAINT JOHNSBURY,050008.001,1,2021,DEVELOPMENT SITE,-72.05214492510994,44.473332359510174,R2,Vermont Enhanced 911 Board
767437,840 ANDOVER RIDGE RD,ANDOVER,4000056,1,2023,DEVELOPMENT SITE,-72.76054487401927,43.30088031415106,M,Vermont Enhanced 911 Board
620518,70 HURLEY LN,BENNINGTON,-67500201,1,2019,DEVELOPMENT SITE,-73.16215924002371,42.847247623612645,M,Vermont Enhanced 911 Board
762580,190 MILLS RD,GEORGIA,105160000.,1,2022,DEVELOPMENT SITE,-73.20598707721129,44.71526617893784,R1,Vermont Enhanced 911 Board
365534,1035 RYAN RD,FAIRFIELD,031-1035.000,1,2023,DEVELOPMENT SITE,-72.89511405777763,44.81942554991859,R1,Vermont Enhanced 911 Board
762930,422 FAIRVIEW ST,BENNINGTON,42505701-,1,2022,DEVELOPMENT SITE,-73.22502430278067,42.89070159061735,M,Vermont Enhanced 911 Board
759212,114 CAROLINE CT,WILLISTON, ,1,2020,DEVELOPMENT SITE,-73.09844812179033,44.461749596326634,R1,Vermont Enhanced 911 Board
766100,3 SUNDANCE VILLAGE LOOP,DOVER,SDV03-,1,2023,DEVELOPMENT SITE,-72.89535108563842,42.96241318552391,R1,Vermont Enhanced 911 Board
767970,30 BARKER HILL RD,CASTLETON,20200019,1,2023,DEVELOPMENT SITE,-73.17653259134516,43.65395735309074,M,Vermont Enhanced 911 Board
754138,59 IRIS LN,CAMBRIDGE,0044001-00.000,1,2018,DEVELOPMENT SITE,-72.82914800170306,44.624296878043204,M,Vermont Enhanced 911 Board
754874,813 HARBOR VIEW DR,SAINT ALBANS TOWN,HARBORVIEW-036,1,2018,DEVELOPMENT SITE,-73.09034668958628,44.7874202720708,M,Vermont Enhanced 911 Board
754883,795 HARBOR VIEW DR,SAINT ALBANS TOWN,HARBORVIEW-035,1,2018,DEVELOPMENT SITE,-73.09056493283424,44.7871619978502,M,Vermont Enhanced 911 Board
85559,500 NIMS RD,DORSET,002742.,0,1998,DEVELOPMENT SITE,-73.1181860162054,43.258341615982566,R2,Vermont Enhanced 911 Board
762626,530 HILL TOP RD,ANDOVER,8200048.2,1,2022,DEVELOPMENT SITE,-72.70320727743463,43.26626032616015,M,Vermont Enhanced 911 Board
76946,3545 SHADOW LAKE RD,CONCORD,30.4203545,1,1998,DEVELOPMENT SITE,-71.8628300322883,44.39549103499985,M,Vermont Enhanced 911 Board
16780,226 NORTHSIDE DR,BENNINGTON,36512000-,1,1998,DEVELOPMENT SITE,-73.21239813176352,42.90089291191291,M,Vermont Enhanced 911 Board
760949,117 PLEASANT ST,LUDLOW,230652,1,2021,DEVELOPMENT SITE,-72.6863223506136,43.393884920172376,R1,Vermont Enhanced 911 Board
766949,4 OLD FARM RD,SOUTH BURLINGTON,,1,2023,DEVELOPMENT SITE,-73.15507238367807,44.45771600749447,R1,Vermont Enhanced 911 Board
760824,34 MAPLE GROVE EST,SWANTON,MG0034-0017,1,2021,DEVELOPMENT SITE,-73.0935769496499,44.862245327366786,M,Vermont Enhanced 911 Board
766818,39 DANIEL DR,SOUTH BURLINGTON,1260-00150.,1,2023,DEVELOPMENT SITE,-73.15552440356548,44.452393392451825,R1,Vermont Enhanced 911 Board
766108,19 SUNDANCE VILLAGE LOOP,DOVER,SDV19-,1,2023,DEVELOPMENT SITE,-72.89419306260677,42.963865041791884,M,Vermont Enhanced 911 Board
613201,2533 HIGHGATE RD,SWANTON,HI2533-0017,1,2016,DEVELOPMENT SITE,-73.07318613515483,44.85474505118688,M,Vermont Enhanced 911 Board
767243,320 BEECHNUT DR,PERU,-90425,1,2023,DEVELOPMENT SITE,-72.88278228538397,43.228545188647296,W,Vermont Enhanced 911 Board
762579,32 MILLS RD,GEORGIA,105160000.,1,2022,DEVELOPMENT SITE,-73.20425313565033,44.71849094860818,S1,Vermont Enhanced 911 Board
765421,738 TAYLOR RD,FLETCHER,0015-014-000,1,2022,DEVELOPMENT SITE,-72.89015322115904,44.732982373441295,R2,Vermont Enhanced 911 Board
754495,1304 VT ROUTE 100,READSBORO,T01X925.,1,2018,DEVELOPMENT SITE,-73.00208624845786,42.824061566288506,W,Vermont Enhanced 911 Board
768473,1600 FLORENCE RD,PROCTOR,201700,1,2023,DEVELOPMENT SITE,-73.04551987466125,43.6872516978333,M,Vermont Enhanced 911 Board
342250,1320 MINERAL BROOK RD,BERKSHIRE,026-1386.,1,2011,DEVELOPMENT SITE,-72.79938999657914,44.96962000130134,R2,Vermont Enhanced 911 Board
762200,23 SOUTHVIEW DR,MORRISTOWN,-8090,1,2022,DEVELOPMENT SITE,-72.5861069638483,44.57235769250033,R1,Vermont Enhanced 911 Board
110367,4313 ETHAN ALLEN HWY,GEORGIA,116030000.,1,1998,DEVELOPMENT SITE,-73.11973491913015,44.73379320044034,M,Vermont Enhanced 911 Board
760121,100 SOUTHVIEW DR,MORRISTOWN,-8090,1,2021,DEVELOPMENT SITE,-72.58476658471191,44.57297360995475,M,Vermont Enhanced 911 Board
767666,220 SCOUT FARM RD,SHELBURNE,019-9999,1,2023,DEVELOPMENT SITE,-73.13785062445282,44.373670176092375,R2,Vermont Enhanced 911 Board
760823,32 MAPLE GROVE EST,SWANTON,MG0032-0017,1,2021,DEVELOPMENT SITE,-73.09342223140342,44.86261186048719,M,Vermont Enhanced 911 Board
752387,134 ELM ST,SOUTH BURLINGTON,1640-01340.,1,2017,DEVELOPMENT SITE,-73.18762375700597,44.439407343768565,R1,Vermont Enhanced 911 Board
765668,3870 US ROUTE 7,POWNAL,US7-44.,1,2023,DEVELOPMENT SITE,-73.23306885103136,42.79173847792744,M,Vermont Enhanced 911 Board
766097,23 SUNDANCE VILLAGE LOOP,DOVER,SDV23-,1,2023,DEVELOPMENT SITE,-72.89362887878686,42.964033109771336,M,Vermont Enhanced 911 Board
760701,1503 REGAN RD,MONTGOMERY,00028.026Y.,1,2021,DEVELOPMENT SITE,-72.5991177451667,44.853213856296826,W,Vermont Enhanced 911 Board
767374,421 SYLVAN PARK RD,STOWE,-9018,1,2023,DEVELOPMENT SITE,-72.6884868343363,44.452945635494885,M,Vermont Enhanced 911 Board
761838,178 ISTHMUS DR,LEICESTER,212153.3,1,2021,DEVELOPMENT SITE,-73.06761260891207,43.87262095191233,M,Vermont Enhanced 911 Board
766826,77 DANIEL DR,SOUTH BURLINGTON,1260-00150.,1,2023,DEVELOPMENT SITE,-73.15489180040804,44.45230475315386,MHU,Vermont Enhanced 911 Board
767159,15 DARRAH LOOP,WILMINGTON,HSDAVISM.034,1,2023,DEVELOPMENT SITE,-72.89279163166138,42.89251482144498,M,Vermont Enhanced 911 Board
365391,1818 CEMETERY ST,BROOKFIELD,01-065.000,1,2022,DEVELOPMENT SITE,-72.53767470634493,44.04502217270695,MHL,Vermont Enhanced 911 Board
766819,36 DANIEL DR,SOUTH BURLINGTON,1260-00150.,1,2023,DEVELOPMENT SITE,-73.15574528041905,44.452079602430295,R1,Vermont Enhanced 911 Board
753185,184 WEIR RD,WILLIAMSTOWN,008-076-00,1,2017,DEVELOPMENT SITE,-72.56795113144237,44.1112877119616,M,Vermont Enhanced 911 Board
765459,136 THREE BOYS RD,RICHMOND,SR0700.,1,2022,DEVELOPMENT SITE,-72.93069188719065,44.390801361235944,M,Vermont Enhanced 911 Board
454686,29 GROVE ST,BURLINGTON, ,1,2015,DEVELOPMENT SITE,-73.18388089312218,44.48690017208277,R1,Vermont Enhanced 911 Board
761524,220 DELONG LN,SHOREHAM, ,1,2021,DEVELOPMENT SITE,-73.3935023463524,43.91767614509632,M,Vermont Enhanced 911 Board
760113,66 BIRCH TREE LN,BURKE,7010021,1,2021,DEVELOPMENT SITE,-71.93940995778351,44.62132302092456,M,Vermont Enhanced 911 Board
763046,63 LITTLE DIRT RD,WOLCOTT,10015.06,1,2022,DEVELOPMENT SITE,-72.51621635331028,44.55128059719918,M,Vermont Enhanced 911 Board
766557,942 FRARY RD,ROYALTON,M--485~,1,2023,DEVELOPMENT SITE,-72.53321313767972,43.788929105659456,W,Vermont Enhanced 911 Board
20976,170 SUNSET DR,BENNINGTON,,1,1998,DEVELOPMENT SITE,-73.16611106657578,42.863032211729795,R1,Vermont Enhanced 911 Board
761196,296 RESERVOIR RD,WESTFIELD,06-005-02.,1,2021,DEVELOPMENT SITE,-72.42787756143831,44.91129389026624,R2,Vermont Enhanced 911 Board
365265,124 GOODFELLOW RD,GROTON,VW302-022.R000,1,2021,DEVELOPMENT SITE,-72.21303655528054,44.22068251446397,M,Vermont Enhanced 911 Board
759539,136 MANELICKS DR,STOWE,,1,2021,DEVELOPMENT SITE,-72.65020723522908,44.45719866267681,M,Vermont Enhanced 911 Board
759678,302 MAC MILLER RD,MORRISTOWN,07186-01,1,2021,DEVELOPMENT SITE,-72.61764533632349,44.55837431618641,M,Vermont Enhanced 911 Board
761864,290 VT ROUTE 30,WINHALL,00426.,1,2021,DEVELOPMENT SITE,-72.91618795459833,43.156234552771934,R1,Vermont Enhanced 911 Board
759638,375 COLCHESTER POND RD,COLCHESTER,09-018043-0000000,1,2021,DEVELOPMENT SITE,-73.12771063737152,44.54593404143579,M,Vermont Enhanced 911 Board
763382,69 FLEURY RD,ESSEX TOWN,2058001000.,1,2022,DEVELOPMENT SITE,-73.06363710070943,44.51372947942541,M,Vermont Enhanced 911 Board
761371,524 MOUNTAIN RD,BURKE,7040073,1,2021,DEVELOPMENT SITE,-71.92942480235709,44.588644979756715,M,Vermont Enhanced 911 Board
767913,423 WHITES RD,WILMINGTON,701016,1,2023,DEVELOPMENT SITE,-72.83859924261452,42.88372506098959,M,Vermont Enhanced 911 Board
768253,549 TIERNEY RD,CAVENDISH,2V21-025-,1,2023,DEVELOPMENT SITE,-72.61297697848107,43.39369321693366,M,Vermont Enhanced 911 Board
59160,2665 VT ROUTE 102,CANAAN,R04003.,1,1998,DEVELOPMENT SITE,-71.52681934279492,44.94438941403236,W,Vermont Enhanced 911 Board
760948,115 PLEASANT ST,LUDLOW,230652.1,1,2021,DEVELOPMENT SITE,-72.68667405564159,43.393987434507906,C,Vermont Enhanced 911 Board
452700,169 KNAPP POND RD,CAVENDISH, ,1,2014,DEVELOPMENT SITE,-72.55134622113385,43.43266626283657,S1,Vermont Enhanced 911 Board
763934,6749 VT ROUTE 100,LONDONDERRY,103006-004,1,2022,DEVELOPMENT SITE,-72.79759908448828,43.23738644494552,M,Vermont Enhanced 911 Board
365290,679 POWDER SPRING RD,GROTON,TR001-001.L000,1,2021,DEVELOPMENT SITE,-72.19900268814725,44.202520562177774,S1,Vermont Enhanced 911 Board
756913,207 LOMARTIRE DR,COLCHESTER,06-005132-0000000,1,2019,DEVELOPMENT SITE,-73.21179520183657,44.53094490847946,M,Vermont Enhanced 911 Board
768466,280 FOLSOM RD,WHEELOCK,025-088004-,1,2023,DEVELOPMENT SITE,-72.11233589050224,44.57365531517621,W,Vermont Enhanced 911 Board
765423,240 RUSHFORD RD,FLETCHER,0032-004-001,1,2022,DEVELOPMENT SITE,-72.8809548677193,44.68399637722987,R2,Vermont Enhanced 911 Board
759192,245 NATURE NOOK LN,GEORGIA,110420000.,1,2020,DEVELOPMENT SITE,-73.13695555558785,44.777558874763834,C,Vermont Enhanced 911 Board
250436,2309 MOUNTAIN RD,STOWE,-26042,1,1998,DEVELOPMENT SITE,-72.72205361072905,44.476818085007466,M,Vermont Enhanced 911 Board
763303,337 RUGG RD,FAIRFIELD,053-0395.000,1,2022,DEVELOPMENT SITE,-73.03577716730416,44.78518321654134,R2,Vermont Enhanced 911 Board
620778,280 MAIN ST,ISLE LA MOTTE, ,1,2020,DEVELOPMENT SITE,-73.3240298341575,44.9033647029327,R1,Vermont Enhanced 911 Board
768082,1088 STEBBINS RD,CAMBRIDGE,0044018-00.000,1,2023,DEVELOPMENT SITE,-72.83445127037156,44.611756221643674,M,Vermont Enhanced 911 Board
759633,2113 VT ROUTE 105,JAY,14-1050022,1,2021,DEVELOPMENT SITE,-72.46270811925585,44.97242945606514,M,Vermont Enhanced 911 Board
17025,352 CHAPEL RD,BENNINGTON,-38500900,1,1998,DEVELOPMENT SITE,-73.18065793262254,42.895043216827,M,Vermont Enhanced 911 Board
766593,498 MURRAY RD,LINCOLN,24070213.21,1,2023,DEVELOPMENT SITE,-72.95823585214627,44.10288621069047,R1,Vermont Enhanced 911 Board
762080,509 HIGLEY HILL RD,WILMINGTON,2220015,1,2021,DEVELOPMENT SITE,-72.81417194364117,42.89526022832477,M,Vermont Enhanced 911 Board
295339,458 SCOTT PET RD,WINDHAM,40106,1,2003,DEVELOPMENT SITE,-72.72818662397422,43.21925371989688,W,Vermont Enhanced 911 Board
759644,21 DEPOT ST,BRATTLEBORO,325213,1,2021,DEVELOPMENT SITE,-72.55614928311827,42.85081829334197,C,Vermont Enhanced 911 Board
646487,362 MIDDLE RD,SALISBURY,-608014,1,2025,DEVELOPMENT SITE,-73.12997813027653,43.92650633689872,R2,Vermont Enhanced 911 Board
450886,131 VIENS RD,SWANTON,VI0131-0018,1,2014,DEVELOPMENT SITE,-73.04569075628505,44.86265718360017,M,Vermont Enhanced 911 Board
753542,100 VIENS RD,SWANTON,VI0100-0018,1,2017,DEVELOPMENT SITE,-73.04594592480419,44.86333837654466,M,Vermont Enhanced 911 Board
8388,7 LAUREL ST,BARRE CITY,0935-0007-0000,1,1998,DEVELOPMENT SITE,-72.50709606960606,44.204076981504834,R1,Vermont Enhanced 911 Board
771471,40 WIGGINS RD,FAIRFAX,,1,2025,DEVELOPMENT SITE,-73.07006313207903,44.74149175630978,M,Vermont Enhanced 911 Board
763325,890 BAKER TURN,HARTFORD,14539/,1,2022,DEVELOPMENT SITE,-72.4543000335261,43.66386697328481,M,Vermont Enhanced 911 Board
771497,16 DUKE RD,NEWFANE,,1,2025,DEVELOPMENT SITE,-72.67051996005866,42.94625547078586,R1,Vermont Enhanced 911 Board
765396,105 MOUNTAIN VIEW DR,BRAINTREE,03-025.,1,2022,DEVELOPMENT SITE,-72.69876137734501,43.93336416974926,R2,Vermont Enhanced 911 Board
103425,1094 MAIN ST,FAIRFAX,MA1092,2,2025,DEVELOPMENT SITE,-73.00890963477809,44.6631731961369,C,Vermont Enhanced 911 Board
771614,124 N MAIN ST,NORTHFIELD,,1,2025,DEVELOPMENT SITE,-72.65521556098037,44.15033788155525,C,Vermont Enhanced 911 Board
771674,4111 SHUNPIKE RD,MOUNT HOLLY,,1,2025,DEVELOPMENT SITE,-72.82846001199462,43.47103448062916,W,Vermont Enhanced 911 Board
294961,6186 POPPLE DUNGEON RD,WINDHAM,020003.,1,1998,DEVELOPMENT SITE,-72.70095315053689,43.22306509269968,MHL,Vermont Enhanced 911 Board
758383,1095 SLATE LEDGE RD,WATERFORD,367.1,1,2020,DEVELOPMENT SITE,-71.94816548259661,44.404094825040886,R1,Vermont Enhanced 911 Board
249660,1126 MOULTON LN,STOWE,23050-,1,1998,DEVELOPMENT SITE,-72.66956118007558,44.50523481302377,M,Vermont Enhanced 911 Board
767541,337 CHAPIN RD,ESSEX TOWN,2018012001,1,2023,DEVELOPMENT SITE,-73.05222204524918,44.562639109227376,M,Vermont Enhanced 911 Board
765332,4769 PIKES FALLS RD,JAMAICA,00H-19.1.4,1,2022,DEVELOPMENT SITE,-72.85212234631884,43.09874051654178,M,Vermont Enhanced 911 Board
247322,70 OVERLOOK DR,SAINT JOHNSBURY,112056.,1,1998,DEVELOPMENT SITE,-71.99867580087584,44.415740929489594,O,Vermont Enhanced 911 Board
751484,27 MARKET ST,WILLISTON,08143.010502,1,2017,DEVELOPMENT SITE,-73.10644783165054,44.4488638660912,R1,Vermont Enhanced 911 Board
768639,2721 US ROUTE 4,KILLINGTON,-11034,1,2024,DEVELOPMENT SITE,-72.79732348114374,43.66800367319488,M,Vermont Enhanced 911 Board
20080,129 MORGAN ST,BENNINGTON,57501800-,1,1998,DEVELOPMENT SITE,-73.18703719440902,42.87500389705891,MHU,Vermont Enhanced 911 Board
8588,4 COTTAGE ST,BARRE CITY,0430-0004-0000,4,1998,DEVELOPMENT SITE,-72.50679454610867,44.20233071880474,C,Vermont Enhanced 911 Board
617901,36 BLACK WALNUT LN,JERICHO,MB006-,1,2018,DEVELOPMENT SITE,-72.96641558495226,44.503204982954635,M,Vermont Enhanced 911 Board
7867,553 N MAIN ST,BARRE CITY,1095-0553-0000,1,1998,DEVELOPMENT SITE,-72.51383609461877,44.208582999984735,C,Vermont Enhanced 911 Board
60758,115 SAND HILL RD,CASTLETON,252100010.,1,1998,DEVELOPMENT SITE,-73.1897658488472,43.60729432139185,R1,Vermont Enhanced 911 Board
771713,129 MORGAN ST,BENNINGTON,,1,2025,DEVELOPMENT SITE,-73.18738752479624,42.875571528103556,MHU,Vermont Enhanced 911 Board
341097,129 MORGAN ST,BENNINGTON,57501800-,1,2010,DEVELOPMENT SITE,-73.1869614553953,42.87555577096748,MHU,Vermont Enhanced 911 Board
9152,53 GRANITE ST,BARRE CITY,0685-0053-0000,1,1998,DEVELOPMENT SITE,-72.50766412132815,44.19898979457668,I,Vermont Enhanced 911 Board
8926,15 WELLINGTON ST,BARRE CITY,1535-0015-0000,1,1998,DEVELOPMENT SITE,-72.49991825706562,44.199930711878686,R1,Vermont Enhanced 911 Board
769452,116 HUNTLEY RD,WESTFORD,06HU011.,1,2024,DEVELOPMENT SITE,-73.00717690550343,44.62055687406999,M,Vermont Enhanced 911 Board
615618,600 MAPLE HILL RD,JOHNSON,163-140-,1,2017,DEVELOPMENT SITE,-72.6507125120915,44.62092371452699,M,Vermont Enhanced 911 Board
303039,260 FRENCHS RD,WOODSTOCK,30.21.10.,1,1998,DEVELOPMENT SITE,-72.53384498214295,43.62456798357722,M,Vermont Enhanced 911 Board
90099,2718 CAMELS HUMP RD,DUXBURY,300-2718.,1,1998,DEVELOPMENT SITE,-72.84092712522312,44.32275390512028,R1,Vermont Enhanced 911 Board
280086,285 SKYLINE DR,WEST RUTLAND,300500285.,1,1998,DEVELOPMENT SITE,-73.04374217903985,43.57718964305359,R2,Vermont Enhanced 911 Board
254404,266 DOLLOFF POND RD,SUTTON, ,1,1998,DEVELOPMENT SITE,-72.01730167111108,44.67942763415504,M,Vermont Enhanced 911 Board
610523,715 TOWN FARM RD,BRANDON,0082-0396,1,2015,DEVELOPMENT SITE,-73.06629689539525,43.822878857476354,M,Vermont Enhanced 911 Board
8933,106 CURRIER ST,BARRE CITY,0450-0106-0000,1,1998,DEVELOPMENT SITE,-72.49180351077854,44.19992953767703,R1,Vermont Enhanced 911 Board
7997,19 W SECOND ST,BARRE CITY,1560-0019-0000,1,1998,DEVELOPMENT SITE,-72.51550864866766,44.20700726877412,C,Vermont Enhanced 911 Board
9121,51 GRANITE ST,BARRE CITY,0685-0051-0000,1,1998,DEVELOPMENT SITE,-72.50736310299395,44.19896606719866,R1,Vermont Enhanced 911 Board
140627,1683 COBB HILL RD,LINCOLN,32130105.000,1,1998,DEVELOPMENT SITE,-72.98598480188281,44.04702377306441,M,Vermont Enhanced 911 Board
8096,23 VINE ST,BARRE CITY,1490-0023-0000,1,1998,DEVELOPMENT SITE,-72.51487472292003,44.20607516560659,R1,Vermont Enhanced 911 Board
253924,6231 VT ROUTE 7A,SUNDERLAND,0621-,1,1998,DEVELOPMENT SITE,-73.13027953987083,43.10826873674988,R1,Vermont Enhanced 911 Board
757257,92 GILLEY RD,TUNBRIDGE,500092.22,1,2019,DEVELOPMENT SITE,-72.44892495985353,43.86609899978361,M,Vermont Enhanced 911 Board
646670,27 RIVER ST,BARRE CITY,,1,2025,DEVELOPMENT SITE,-72.50838734235934,44.19806544881355,R2,Vermont Enhanced 911 Board
762872,2573 GROVE ST,BRANDON,0079-2445,1,2022,DEVELOPMENT SITE,-73.1053476637048,43.834941012424736,M,Vermont Enhanced 911 Board
772051,599 MAIN ST,WARREN,,1,2025,DEVELOPMENT SITE,-72.85606636069974,44.10974396285821,CA,Vermont Enhanced 911 Board
38047,108 SOUTH ST,BRIGHTON,0SOUST.05R,1,1998,DEVELOPMENT SITE,-71.88046451101361,44.81658848326209,R1,Vermont Enhanced 911 Board
762149,566 MARSHALL NEWLAND RD,BURKE,07010031.001,1,2022,DEVELOPMENT SITE,-71.91771350174967,44.62364612447704,M,Vermont Enhanced 911 Board
195874,14 LOCUST LN,PUTNEY,070436.06,1,1998,DEVELOPMENT SITE,-72.51512561190263,42.97272308927383,R1,Vermont Enhanced 911 Board
760886,4373 VT ROUTE 242,JAY,17-2420062,1,2021,DEVELOPMENT SITE,-72.4930396798466,44.931899682961784,M,Vermont Enhanced 911 Board
8774,25 OSWALD ST,BARRE CITY,1125-0025-0000,1,1998,DEVELOPMENT SITE,-72.51212763669169,44.20063323408648,MHL,Vermont Enhanced 911 Board
8049,23 W SECOND ST,BARRE CITY,1560-0023-0000,1,1998,DEVELOPMENT SITE,-72.5160747380713,44.206869201316756,C,Vermont Enhanced 911 Board
756100,3332 NORTH RD,MORETOWN,10-002.001,1,2019,DEVELOPMENT SITE,-72.7704894509844,44.231177428250206,R1,Vermont Enhanced 911 Board
187421,7551 US ROUTE 7,PITTSFORD, ,1,1998,DEVELOPMENT SITE,-73.04878267250572,43.754902747917285,R2,Vermont Enhanced 911 Board
772559,70 BIRCH ST,WARREN,,1,2025,DEVELOPMENT SITE,-72.83498078760923,44.068808641554995,R1,Vermont Enhanced 911 Board
750190,282 SHARON LN,MOUNT HOLLY,06G4161.00,1,2015,DEVELOPMENT SITE,-72.83450741678666,43.44138204094281,M,Vermont Enhanced 911 Board
772570,2 KING ST,SWANTON,,4,2025,DEVELOPMENT SITE,-73.11515185119482,44.922089429439325,C,Vermont Enhanced 911 Board
8116,19 VINE ST,BARRE CITY,1490-0019-0000,1,1998,DEVELOPMENT SITE,-72.51451505457334,44.20589852215576,R1,Vermont Enhanced 911 Board
772583,42 MAPLE RIDGE RD,SAINT ALBANS TOWN,,1,2025,DEVELOPMENT SITE,-73.11806044071865,44.81234797857047,R2,Vermont Enhanced 911 Board
762538,31 MAPLE GROVE EST,SWANTON, ,1,2022,DEVELOPMENT SITE,-73.09179065209545,44.862856561441525,M,Vermont Enhanced 911 Board
257531,50 LORD RD,SWANTON,LO0050-0016,1,2003,DEVELOPMENT SITE,-73.15232613552884,44.87559979594339,F,Vermont Enhanced 911 Board
148802,77 HALL RD,MAIDSTONE,05-002-002.000,1,1998,DEVELOPMENT SITE,-71.59337929600919,44.65701859853704,W,Vermont Enhanced 911 Board
771205,704 RUPERT HILL RD,PAWLET,0024-0704.,1,2025,DEVELOPMENT SITE,-73.19582639650378,43.34380799423114,R2,Vermont Enhanced 911 Board
446049,6767 US ROUTE 7,FERRISBURGH,05/01/44.111,1,2012,DEVELOPMENT SITE,-73.23044343777019,44.25582691345662,M,Vermont Enhanced 911 Board
149010,200 MASTERS RD,MAIDSTONE,07-003-001.000,1,1998,DEVELOPMENT SITE,-71.60464842918842,44.65636034424792,R2,Vermont Enhanced 911 Board
772743,186 SCHILLHAMMER RD,JERICHO,,1,2025,DEVELOPMENT SITE,-72.99536204919835,44.461258037017146,M,Vermont Enhanced 911 Board
759242,18 RED TAIL LN,BRATTLEBORO, ,1,2020,DEVELOPMENT SITE,-72.60554397852518,42.85633337677399,M,Vermont Enhanced 911 Board
63092,413 WILLIS RD,CHARLESTON,2500527.,1,1998,DEVELOPMENT SITE,-72.03050657738937,44.86565798900249,R2,Vermont Enhanced 911 Board
764186,90 RANDALL FARM RD,RICHMOND,EH0180.,1,2022,DEVELOPMENT SITE,-73.04304828836572,44.40311025675449,M,Vermont Enhanced 911 Board
773019,70 ALLEN RD,WOLCOTT,,1,2026,DEVELOPMENT SITE,-72.43548265551755,44.55837309261635,R1,Vermont Enhanced 911 Board
769357,100 TERRA LN,MENDON,030211000.,1,2024,DEVELOPMENT SITE,-72.92614742161425,43.65464577212135,M,Vermont Enhanced 911 Board
764187,120 RANDALL FARM RD,RICHMOND,EH0180.,1,2022,DEVELOPMENT SITE,-73.0414155200425,44.40472013598133,F,Vermont Enhanced 911 Board
763857,160 MARTIN WAY,WARREN,001002-6,1,2022,DEVELOPMENT SITE,-72.84980272749269,44.10931733463746,M,Vermont Enhanced 911 Board
108948,4879 POND RD,FLETCHER,0016-011-000,1,2002,DEVELOPMENT SITE,-72.86830746660672,44.70563843565042,R1,Vermont Enhanced 911 Board
117062,4564 HINESBURG RD,GUILFORD,045.,1,1998,DEVELOPMENT SITE,-72.66391156066886,42.80648178693391,R2,Vermont Enhanced 911 Board
245495,118 HASTINGS HL,SAINT JOHNSBURY,201048.,2,1998,DEVELOPMENT SITE,-72.01892304712109,44.42605028427788,M,Vermont Enhanced 911 Board
316795,23 MOOSE HOLLOW RD,WINHALL,50009.,1,1998,DEVELOPMENT SITE,-72.9614893367192,43.19113719981876,R2,Vermont Enhanced 911 Board
327092,60 COOK HOLW,MANCHESTER,3103.,1,1998,DEVELOPMENT SITE,-73.09593102443411,43.148309562275585,W,Vermont Enhanced 911 Board
287101,137 RIDGE LN,WHITINGHAM,05-0101-,1,1998,DEVELOPMENT SITE,-72.84840902393573,42.8181582781473,R2,Vermont Enhanced 911 Board
326572,157 MOORE DR,WEATHERSFIELD,040229-7,1,1998,DEVELOPMENT SITE,-72.48269412741229,43.41613871983615,M,Vermont Enhanced 911 Board
232908,64 HAYMAKER LN,SOUTH BURLINGTON,0812-00064.,1,1998,DEVELOPMENT SITE,-73.1998401316396,44.42359325241132,M,Vermont Enhanced 911 Board
232911,12 HAYMAKER LN,SOUTH BURLINGTON,0812-00012.,1,1998,DEVELOPMENT SITE,-73.19957347490954,44.42283137353123,M,Vermont Enhanced 911 Board
232910,28 HAYMAKER LN,SOUTH BURLINGTON,0812-00028.,1,1998,DEVELOPMENT SITE,-73.19967033020309,44.423099267312104,M,Vermont Enhanced 911 Board
232909,50 HAYMAKER LN,SOUTH BURLINGTON,0812-00050.,1,1998,DEVELOPMENT SITE,-73.19959655765273,44.42336934199513,M,Vermont Enhanced 911 Board
328368,33 BREWSTER RD,FAIRFAX,BW0026,1,1998,DEVELOPMENT SITE,-72.97124813053061,44.65564049858198,R1,Vermont Enhanced 911 Board
157677,329 DUDLEY RD,MIDDLETOWN SPRINGS,TH09-329-000,1,2003,DEVELOPMENT SITE,-73.10279765588854,43.50812543588775,W,Vermont Enhanced 911 Board
257753,0 CAMPBELL BAY RD,SWANTON,CB0026-0004,1,1998,DEVELOPMENT SITE,-73.17859914227033,44.974093093552625,S1,Vermont Enhanced 911 Board
