ESITEID,TOWNNAME,COUNTY,RPC,SITETYPE,Sitetype_General,UNITCOUNT,YEARBUILT,AFFORDABLE,GPSX,GPSY,PRIMARYADDRESS,ZIP,SOURCEOFDATA,CHANGE
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.20340749782994,44.39510710292012,231 ELMORE ST,05482,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2020,UNKNOWN,-73.06416199624789,44.52446141977823,51 SMOKEBUSH LN,05451,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2020,UNKNOWN,-73.20886257907298,44.530481976984966,74 LOMARTIRE DR,05446,CCRPC,
,UNDERHILL,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.88087295540657,44.55102500384452,330 IRISH SETTLEMENT ROAD,5489,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,3,2023,UNKNOWN,-73.12706100010271,44.51243400000999,38 WILSONS END PL,05452,CCRPC,
,HINESBURG,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2022,UNKNOWN,-73.1015562278279,44.32431106488317,18 CLOVER LN,05461,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2023,UNKNOWN,-73.21020300047019,44.53155899983835,119 WILDLIFE LP,05446,CCRPC,
,WILLISTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.0605688549875,44.40958332546597,92 SHERWOOD FOREST RD,05495,CCRPC,
,HINESBURG,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2019,UNKNOWN,-73.10211197771243,44.32541696607067,52 REDBUD LANE,05461,CCRPC,
,HUNTINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.94207250847124,44.31708232819638,1273 BERT WHITE ROAD,5462,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.08060173527679,44.51050186993813,16 CENTER RD,05451,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.20999008523438,44.37625324212072,12 MILKWEED LANE,5482,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.02848850045142,44.49583799986139,51 SAXON HILL RD,05452,CCRPC,
,BOLTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.92609341488411,44.37895763928822,99 GROUSE HILL RD,05676,CCRPC,
,ST. GEORGE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.10310314137685,44.37315890481092,851 MARTEL LN,05495,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.15773922555836,44.45328384696468,48 SPLIT ROCK CT,05403,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.20869996970559,44.529935811216966,49 LOMARTIRE DR,5446,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.16059016253618,44.43995564586198,199 RYE CIRCLE,5403,CCRPC,
,CHARLOTTE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.19383478779453,44.28931737831371,563 MEADOWSIDE DR,5445,CCRPC,
,JERICHO,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2020,UNKNOWN,-72.96902219550832,44.50232817222892,28 Black Walnut Lane,05464,CCRPC,
,HINESBURG,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.1495322762928,44.333497301631304,1191 LEAVENSWORTH  RD,05461,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2023,UNKNOWN,-73.19184749996437,44.42249699999294,27 WILSON LANE,5403,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.15730821406399,44.45608540401839,225 TWO BROTHERS DRIVE,05403,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.19230879577684,44.423608547749275,57 CHURCHILL STREET,05403,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.19975262397058,44.40431235484997,4826 SPEAR ST,05482,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.07239882002786,44.49179692681477,80 STONEBROOK CIR,05451,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,3,2023,UNKNOWN,-73.12744350031655,44.51257800024405,16 WILSONS END PL,05452,CCRPC,
,RICHMOND,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.05222171276701,44.37514032309695,15 BEATTY LN,05477,CCRPC,
,CHARLOTTE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.18639745082824,44.303988368668236,3888 SPEAR ST,5445,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,36,2023,UNKNOWN,-73.16832599964732,44.525655000267555,111 STUART AVE,05446,CCRPC,
,HUNTINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.98708860315192,44.30882047722119,3456 MAIN RD,05462,CCRPC,
,WILLISTON,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.07370935474312,44.429805164388476,531 OAK HILL ROAD,5495,CCRPC,
,JERICHO,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.9574264253273,44.50535606646439,45 ORR ROAD,5464,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.06163925264411,44.563485558592575,405 OLD STAGE RD,05451,CCRPC,
,BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.21154732303243,44.48717672728771,104 INTERVALE AV,05401,CCRPC,
,HINESBURG,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2021,UNKNOWN,-73.10109408034023,44.32456088082596,27 CLOVER LN,5454,CCRPC,
,BOLTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.89954480718752,44.44495437940984,46 IRENES LN,5676,CCRPC,
,WESTFORD,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.06957350046056,44.60429700025834,120 DEVINO ROAD,05494,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.20305510565744,44.39811473649994,186 CASPIAN LANE,5482,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.21734473932274,44.42200096681863,6 PINE HAVEN SHORES LN,05482,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,24,2021,UNKNOWN,-73.220104895531,44.398972538539034,57 WINTERHAVEN DRIVE,5482,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.21948200009408,44.38812599978693,20 FERNDALE WAY,05482,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.27241275098162,44.540701200846385,74 VINCENZA WAY,05446,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.09322041816974,44.502460077059645,64 ORLEANS ROAD,5452,CCRPC,
,WILLISTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.07040192919652,44.4603708704861,1505 OLD STAGE ROAD,5495,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.19762608803093,44.547920450593416,87 BAYVIEW RD,05446,CCRPC,
,WESTFORD,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.02828325402288,44.628208962023784,62 TWIN HILL ROAD,05489,CCRPC,
,JERICHO,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.97003476481954,44.50360825346888,18 BLACK WALNUT LANE,5464,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.14634503820484,44.509846362308224,260 WAVERLY CIRCLE,05446,CCRPC,
,BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,2,2023,UNKNOWN,-73.21366799954943,44.475633000102,131 MAIN ST,05401,CCRPC,
,ESSEX JUNCTION,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.1204025497006,44.49272265279634,25 CHEROKEE AV,05452,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,12,2022,UNKNOWN,-73.19500540067995,44.419367324670716,64 AIKEN ST,05403,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.07616793015181,44.52814998223939,156 TOWERS RD,05451,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.12785299995744,44.512101000324485,14 SERENE PL,05452,CCRPC,
,HINESBURG,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.11663000061887,44.34905700032382,57 PLACE  RD W,05461,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.26567604454601,44.54792567166784,17 JEN BERRY LN,05446,CCRPC,
,CHARLOTTE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.19966946961837,44.27149173324856,105 PARTRIDGE LANE,05445,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.18810583986797,44.41774360997361,287 MIDLAND AV,05403,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.09152921944927,44.52063588310119,63 INDIAN BROOK ROAD,05452,CCRPC,
,BURLINGTON,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.20704400009251,44.48699099992334,6 POMEROY ST,05401,CCRPC,
,HUNTINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.98562315132605,44.322140974405514,61 ROBERTS PARK WEST,05462,CCRPC,
,JERICHO,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,2,2019,UNKNOWN,-72.96965234351859,44.50269943262828,24 BLACK WALNUT LN,05465,CCRPC,
,JERICHO,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.97074093913187,44.500839986391476,75 BLUEBERRY LANE,5464,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.20863521982412,44.43906768064084,20 BALDWIN AVENUE,05403,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.29569134969957,44.551892910888476,275 MILLS POINT RD,5446,CCRPC,
,RICHMOND,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.02247368572893,44.39477601961977,433 CEMETARY RD,05477,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2023,UNKNOWN,-73.18883699962652,44.439740999771395,71 ELM STREET,5403,CCRPC,
,BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,31,2019,UNKNOWN,-73.18137881243322,44.48255368847618,181 WINTERBERRY LN,05401,CCRPC,
,ESSEX JUNCTION,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.11016778039804,44.48838827649395,4 JACKSON ST,05452,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,2,2023,UNKNOWN,-73.20984473525183,44.3725197672754,94 IRISH HILL RD,05482,CCRPC,
,WILLISTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2019,UNKNOWN,-73.105536374205,44.45363297259608,316 ZEPHYR ROAD,05495,CCRPC,
,WILLISTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.06787636900123,44.4434403483963,175 CREEK'S EDGE DRIVE,05495,CCRPC,
,WINOOSKI,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,6,2022,UNKNOWN,-73.18822338024297,44.491874640267774,62 WEAVER ST,05404,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.21328964644209,44.531765742013434,245 LOMARTIRE DR,05446,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.15724087846189,44.45420106689785,96 TWO BROTHERS DR,05403,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.20130736287516,44.39585369264606,41 CARMI DRIVE,5482,CCRPC,
,MILTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.12912944844138,44.62005346437564,29 WILLYS LN,05466,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.1546775383418,44.43173414065298,199 HIGHLAND TER,05403,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.19938142976947,44.599441749085365,25 WILCOX CT,05446,CCRPC,
,WILLISTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.08372546569113,44.45124732974797,346 CHLOE CIRCLE,05495,CCRPC,
,WILLISTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.08525291277194,44.45141332786603,217 CHLOE CIRCLE,5495,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.21111153927089,44.533762882419474,440 ANNAS COURT,5446,CCRPC,
,BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,6,2019,UNKNOWN,-73.2228082984576,44.48375379611116,85 NORTH AVE,05401,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.05649256936773,44.51804279999224,13 BLACKBERRY ROAD,05452,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.19120399999633,44.41717799980145,115 MIDLAND AVENUE,5403,CCRPC,
,UNDERHILL,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.93336288346175,44.58759431895542,75 CLOVERDALE,05489,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SEASONAL CAMP,OTHER RESIDENTIAL,1,2020,UNKNOWN,-73.1991830944829,44.54771703189012,1050 WILLIAMS RD,05446,CCRPC,
,WINOOSKI,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2020,UNKNOWN,-73.19188824456671,44.49411581593245,120 MALLETTS BAY AV UNIT 101,05404,CCRPC,
,WILLISTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.06583742470518,44.443631425541696,279 CREEK'S EDGE DRIVE,05495,CCRPC,
,MILTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2020,UNKNOWN,-73.11465074575975,44.624259798397496,53 HILARY LN,05468,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2022,UNKNOWN,-73.04384732742938,44.50528986006501,140 CHASE  CT,5452,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2022,UNKNOWN,-73.19264748030811,44.42021988101626,13 NORTH JEFFERSON RD,05403,CCRPC,
,WILLISTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.08423362660588,44.451870979367925,273 CHLOE CIRCLE,05495,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.21686085711485,44.41638207328821,279 PENNY LN,05482,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.22174099992056,44.37041399960175,872 FALLS RD,05482,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.14054300047407,44.37573300029684,165 FINNEY RIDGE,05482,CCRPC,
,HINESBURG,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2022,UNKNOWN,-73.10162437543845,44.32433818747022,14 CLOVER LN,05461,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.18655550003793,44.43822899994633,538 VALE DRIVE,5403,CCRPC,
,BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,2,2020,UNKNOWN,-73.21034607092875,44.47170998201156,286 SOUTH WINOOSKI AV,05401,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.20304069710878,44.39567784829844,269 ELMORE STREET,5482,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2023,UNKNOWN,-73.19245499965908,44.42058900020753,33 NORTH JEFFERSON ROAD,5403,CCRPC,
,MILTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2021,UNKNOWN,-73.1397812584669,44.62566457655587,76 CORNELIA CT,5468,CCRPC,
,CHARLOTTE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.23745499979384,44.297865000346434,409 PEASE MOUNTAIN ROAD,05445,CCRPC,
,HINESBURG,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2019,UNKNOWN,-73.10240341662703,44.325630683457156,72 REDBUD LANE,05461,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.15751326735709,44.45576693474581,201 TWO BROTHERS DRIVE,05403,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.212664067188,44.363235639929535,157 CLOVER FIELD LN,05482,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,2,2023,UNKNOWN,-73.2187484996148,44.38745999997413,60 FERNDALE WAY,05482,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,2,2023,UNKNOWN,-73.22119650019567,44.388377999594,64 BONNING WAY,05482,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.16831368735464,44.547086945346734,1114 BAY RD,05446,CCRPC,
,WINOOSKI,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.1825452203907,44.495477573396784,43 MOLLY'S WAY,5404,CCRPC,
,BOLTON,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.88298164126735,44.37335722479054,3012 THEODOR ROOSEVELT HWY,05676,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.15681500053421,44.45391599983656,27 LEO LANE,5403,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2019,UNKNOWN,-73.21124230706259,44.532013249097,165 WILDLIFE LOOP,05446,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.15304670447273,44.43588623258817,15 KNOLL CIRCLE,05403,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.1856239998864,44.3704229995914,73 ROSE HILL LN,05482,CCRPC,
,RICHMOND,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.01100088572623,44.42897024878527,30 HILLTOP CIRCLE,05477,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.16094262853727,44.4411501030822,294 RYE CIRCLE,05403,CCRPC,
,WILLISTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2019,UNKNOWN,-73.10506093501417,44.450408096620485,602 ZEPHYR ROAD,05495,CCRPC,
,WILLISTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.06778483946866,44.44359794676563,187 CREEK'S EDGE DRIVE,05495,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.15815972333209,44.453431440026904,31 LEDGE WAY,05403,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.09442248306256,44.50043109215791,85 WASHINGTON CIRCLE,05452,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.21193846941812,44.53365637607791,206 ANNAS COURT,05446,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.15454920998567,44.43150127519179,187 HIGHLAND TERRACE,5403,CCRPC,
