ESITEID,TOWNNAME,COUNTY,RPC,SITETYPE,Sitetype_General,UNITCOUNT,YEARBUILT,AFFORDABLE,GPSX,GPSY,PRIMARYADDRESS,ZIP,SOURCEOFDATA,CHANGE
764918,WEST HAVEN,RUTLAND,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.37905552467889,43.6380964405453,540 SISCO RD ,05743,Vermont Enhanced 911 Board,
763618,HARTLAND,WINDSOR,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.45143888328263,43.57893233621844,359 WHITTELSEY RD ,05048,Vermont Enhanced 911 Board,
761738,DERBY,ORLEANS,Northeastern Vermont Dev. Assoc.,MOBILE HOME,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.17726486607968,44.97724683796465,2690 DARLING HILL RD ,05855,Vermont Enhanced 911 Board,
764806,BETHEL,WINDSOR,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.6620701665274,43.84645245984607,809 WOODBURY HILL RD ,05032,Vermont Enhanced 911 Board,
761837,RUTLAND TOWN,RUTLAND,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.96726101271598,43.646418178625886,642 GROVER DR ,05701,Vermont Enhanced 911 Board,
763582,LINCOLN,ADDISON,Addison County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.94707780326077,44.07510853465395,1220 FRENCH SETTLEMENT RD ,05443,Vermont Enhanced 911 Board,
762595,GRAND ISLE,GRAND ISLE,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.3255348803209,44.71946788511439,81 ADAMS SCHOOL RD ,05458,Vermont Enhanced 911 Board,
762259,DOVER,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.85238489128012,42.92757871037846,5 SHANNON RIDGE RD ,05356,Vermont Enhanced 911 Board,
762919,FERRISBURGH,ADDISON,Addison County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.32208118432473,44.20134177817774,46 RIVERVIEW ST ,05491,Vermont Enhanced 911 Board,
761782,NORTH BENNINGTON,BENNINGTON,Bennington County RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2021,UNKNOWN,-73.24747427368546,42.933132863248154,38 BANK ST ,05257,Vermont Enhanced 911 Board,
762282,FAIRFAX,FRANKLIN,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.93990644021015,44.66115027856216,95 SETTLEMENT RD ,05454,Vermont Enhanced 911 Board,
763109,HOLLAND,ORLEANS,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-71.9806068327884,45.002962304503605,411 PRAIRIE RD ,05830,Vermont Enhanced 911 Board,
763034,BENSON,RUTLAND,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.23605505445859,43.74919665007757,318 LEDGE RD ,05743,Vermont Enhanced 911 Board,
763052,WALLINGFORD,RUTLAND,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.90956916971584,43.452274297458914,1133 BIXBY RD ,05742,Vermont Enhanced 911 Board,
762253,DOVER,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.76995985045772,42.973251694881945,57 JOCKEY HOLLOW RD ,05341,Vermont Enhanced 911 Board,
764447,WILMINGTON,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.81958402463967,42.91237898416315,115 OLD TOWN RD ,05363,Vermont Enhanced 911 Board,
764043,THETFORD,ORANGE,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.33321846710135,43.815733877129595,100 JUDD RD ,05075,Vermont Enhanced 911 Board,
763076,WARREN,WASHINGTON,Central Vermont RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-72.84714210278126,44.11309041587369,198 DUMP RD ,05674,Vermont Enhanced 911 Board,
763661,JAY,ORLEANS,Northeastern Vermont Dev. Assoc.,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-72.44746108401489,44.94690620931138,1520 VT ROUTE 242 ,05859,Vermont Enhanced 911 Board,
762407,STOWE,LAMOILLE,Lamoille County PC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-72.67616152072915,44.44163497815238,1946 STOWE HOLLOW RD ,05672,Vermont Enhanced 911 Board,
455687,WHITINGHAM,WINDHAM,Windham RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-72.8489807381715,42.816975050437755,0 RIDGE LN ,05361,Vermont Enhanced 911 Board,
763436,SPRINGFIELD,WINDSOR,Mount Ascutney RC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2022,UNKNOWN,-72.4736045078882,43.29538825961581,149 WALL ST ,05156,Vermont Enhanced 911 Board,
762886,HARDWICK,CALEDONIA,Northeastern Vermont Dev. Assoc.,MOBILE HOME,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.4146634604115,44.526414088989206,50 WEEKS PL ,05680,Vermont Enhanced 911 Board,
763016,SPRINGFIELD,WINDSOR,Mount Ascutney RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.47569725558422,43.29935877988852,72 SUMMER HL ,05156,Vermont Enhanced 911 Board,EXCLUDE
762603,GRAND ISLE,GRAND ISLE,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.2756196671392,44.73248974901978,19 LOVERS LN ,05458,Vermont Enhanced 911 Board,
762787,RUTLAND TOWN,RUTLAND,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.95680916802553,43.639081887377515,29 ROB SHAWN PL ,05701,Vermont Enhanced 911 Board,
764881,PUTNEY,WINDHAM,Windham RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-72.56923961021411,42.99905722648685,73 ORCHARD HL ,05346,Vermont Enhanced 911 Board,
765446,WOLCOTT,LAMOILLE,Lamoille County PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.4674185869908,44.60078917322873,0 HOMERS RD ,05680,Vermont Enhanced 911 Board,
763098,FAIR HAVEN,RUTLAND,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.24983713421126,43.62710286870151,1555 SCOTCH HILL RD ,05743,Vermont Enhanced 911 Board,
763327,PLYMOUTH,WINDSOR,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.73121345489032,43.54750541770763,480 GRAND VIEW LODGE RD ,05056,Vermont Enhanced 911 Board,
455634,WILMINGTON,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.838355788509,42.884888518895025,429 WHITES RD ,05363,Vermont Enhanced 911 Board,
764635,SHEFFIELD,CALEDONIA,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.10871637772267,44.59966494033441,2652 VT ROUTE 122 ,05866,Vermont Enhanced 911 Board,
620982,PLYMOUTH,WINDSOR,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.67246674831738,43.563661073463855,0 HALE HOLLOW RD ,05035,Vermont Enhanced 911 Board,
763379,EDEN,LAMOILLE,Lamoille County PC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.575930226894,44.695954376588446,111 SPRUCE LN ,05652,Vermont Enhanced 911 Board,
762791,MANCHESTER,BENNINGTON,Bennington County RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-73.05673069770486,43.179100821309355,18 SCHOOL ST ,05255,Vermont Enhanced 911 Board,
763017,SPRINGFIELD,WINDSOR,Mount Ascutney RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.47516250531133,43.299311032646806,80 SUMMER HL ,05156,Vermont Enhanced 911 Board,EXCLUDE
365354,ISLE LA MOTTE,GRAND ISLE,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.35260891803962,44.88724835211439,45 W RIDGE LN ,05463,Vermont Enhanced 911 Board,
764613,SALISBURY,ADDISON,Addison County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.09221745409235,43.93799793243118,1255 UPPER PLAINS RD ,05769,Vermont Enhanced 911 Board,
763006,MORRISTOWN,LAMOILLE,Lamoille County PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.63223004290266,44.52922044038884,720 GOLF COURSE RD ,05661,Vermont Enhanced 911 Board,
621070,DOVER,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-72.88985840312802,42.943713090087996,139 HANDLE RD ,05356,Vermont Enhanced 911 Board,
762263,LONDONDERRY,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.8068759531143,43.20560884447115,298 PARSONS LN ,05155,Vermont Enhanced 911 Board,
762321,RICHFORD,FRANKLIN,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.59413959765575,45.001499828916835,826 JAY RD ,05476,Vermont Enhanced 911 Board,
761888,HARTLAND,WINDSOR,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.36273962121837,43.59183494399926,80 CLAY HILL RD ,05052,Vermont Enhanced 911 Board,
764770,BROWNINGTON,ORLEANS,Northeastern Vermont Dev. Assoc.,MOBILE HOME,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.13052458906411,44.8022770058461,66 KITTREDGE RD ,05860,Vermont Enhanced 911 Board,
762208,FAIRFAX,FRANKLIN,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.98528887625805,44.70503531538322,88 WOODWARD RD ,05454,Vermont Enhanced 911 Board,
762648,WOLCOTT,LAMOILLE,Lamoille County PC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2022,UNKNOWN,-72.45854417159813,44.529508909962225,1217 E ELMORE RD ,05680,Vermont Enhanced 911 Board,
762529,MANCHESTER,BENNINGTON,Bennington County RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.03731941646427,43.20482955427839,503 OVERLOOK RD ,05255,Vermont Enhanced 911 Board,
763111,HOLLAND,ORLEANS,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.03634031724148,45.00408215681949,420 TREE FARM RD ,05830,Vermont Enhanced 911 Board,
764571,GRAFTON,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.62147583317955,43.22086450744706,1025 HALL RANCH RD ,05146,Vermont Enhanced 911 Board,
762107,DANBY,RUTLAND,Rutland Regional PC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.01749284893782,43.39889752239351,197 STONE LN ,05739,Vermont Enhanced 911 Board,
764809,WATERBURY,WASHINGTON,Central Vermont RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.72015564400532,44.357658878596574,272 HOMESTEAD LN ,05677,Vermont Enhanced 911 Board,
762728,MORRISTOWN,LAMOILLE,Lamoille County PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.61631920296999,44.573381903379456,146 STAGECOACH RD ,05661,Vermont Enhanced 911 Board,
763989,PITTSFIELD,RUTLAND,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.82442349764774,43.75604375582399,131 BOMBADIL PATH ,05762,Vermont Enhanced 911 Board,
761751,BLOOMFIELD,ESSEX,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-71.63289353047692,44.793808805678985,1765 SNOW HILL RD ,05905,Vermont Enhanced 911 Board,
763664,WEATHERSFIELD,WINDSOR,Mount Ascutney RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.52993465025233,43.43655446623843,7102 VT ROUTE 106 ,05062,Vermont Enhanced 911 Board,
764118,HYDE PARK,LAMOILLE,Lamoille County PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.60393986148303,44.62002168215188,1789 VT ROUTE 100 ,05655,Vermont Enhanced 911 Board,
764362,NORTH HERO,GRAND ISLE,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.31139299753929,44.80528643164226,1087 STATION RD ,05474,Vermont Enhanced 911 Board,
762266,MORGAN,ORLEANS,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.03194796752292,44.90721345910148,600 SUNSET CIR ,05872,Vermont Enhanced 911 Board,
621009,HARTLAND,WINDSOR,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.4299758722152,43.57918251371452,42 ADVENT HILL RD ,05048,Vermont Enhanced 911 Board,
764022,SHAFTSBURY,BENNINGTON,Bennington County RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.1904100391997,42.995044106218145,68 DEER RUN RD ,05262,Vermont Enhanced 911 Board,
762825,NORTH BENNINGTON,BENNINGTON,Bennington County RC,RESIDENTIAL FARM,OTHER RESIDENTIAL,1,2022,UNKNOWN,-73.24251597154147,42.920093716580595,1057 COLLEGE DR ,05257,Vermont Enhanced 911 Board,
765560,PERU,BENNINGTON,Bennington County RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.9153108849601,43.255095503760025,850 MAD TOM NOTCH RD ,05152,Vermont Enhanced 911 Board,
761716,PITTSFORD,RUTLAND,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.03510995661662,43.71522826122691,201 WINDY HILL DR ,05763,Vermont Enhanced 911 Board,
762963,SAINT ALBANS TOWN,FRANKLIN,Northwest RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-73.06182990281481,44.813954736037324,28 FRENCH HILL RD ,05478,Vermont Enhanced 911 Board,
764631,ROCKINGHAM,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.52789392365642,43.227652132874724,371 PETTY RD ,05143,Vermont Enhanced 911 Board,
762929,DERBY,ORLEANS,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.18996893932439,44.95178393407122,320 MISSIONARY ACRES ,05855,Vermont Enhanced 911 Board,
764658,MORRISTOWN,LAMOILLE,Lamoille County PC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,2,2022,UNKNOWN,-72.60186347457369,44.560513921976785,62 W HIGH ST ,05661,Vermont Enhanced 911 Board,
762281,FAIRFAX,FRANKLIN,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.94173394079331,44.657978825025914,100 SETTLEMENT RD ,05454,Vermont Enhanced 911 Board,
761813,FERRISBURGH,ADDISON,Addison County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.2298754043215,44.23804045586453,5468 US ROUTE 7 ,05456,Vermont Enhanced 911 Board,
762704,FAIRFAX,FRANKLIN,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.02810379297401,44.6550538443728,216 MCNALL RD ,05454,Vermont Enhanced 911 Board,
455660,MORRISTOWN,LAMOILLE,Lamoille County PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.61078692844941,44.55134906412454,286 BELANGER LN ,05661,Vermont Enhanced 911 Board,
762890,BARNET,CALEDONIA,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.05587614221794,44.31173804682048,264 KNIGHTS LN ,05821,Vermont Enhanced 911 Board,
763104,POULTNEY,RUTLAND,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.240847924191,43.52597006740376,93 WILSON AVENUE EXT ,05764,Vermont Enhanced 911 Board,
762271,ALBURGH,GRAND ISLE,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.22733397918371,44.98224918893963,722 ALBURGH SPRINGS RD ,05440,Vermont Enhanced 911 Board,
764579,GOSHEN,ADDISON,Addison County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.02194020666519,43.873176704253424,334 SILVER LAKE RD ,05733,Vermont Enhanced 911 Board,
762594,GRAND ISLE,GRAND ISLE,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.32441826834004,44.714003193786,62 ADAMS SCHOOL RD ,05458,Vermont Enhanced 911 Board,
765633,SAINT ALBANS TOWN,FRANKLIN,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.12625881195082,44.80769037878125,0 CHURCH RD ,05478,Vermont Enhanced 911 Board,
763171,BRADFORD,ORANGE,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.12873570189504,44.000190236676914,483 N PLEASANT ST ,05033,Vermont Enhanced 911 Board,
762108,WOODSTOCK,WINDSOR,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.55810380008882,43.64504569281502,66 GRASSY LN ,05091,Vermont Enhanced 911 Board,
762324,NORWICH,WINDSOR,Two Rivers-Ottauquechee RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-72.25641777269034,43.76959527893638,1458 UNION VILLAGE RD ,05055,Vermont Enhanced 911 Board,
762215,LUDLOW,WINDSOR,Mount Ascutney RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.69250553745007,43.378276704267314,553 S HILL RD ,05149,Vermont Enhanced 911 Board,
365330,SAINT JOHNSBURY,CALEDONIA,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.00149674646227,44.47277652710038,794 NEW BOSTON RD ,05819,Vermont Enhanced 911 Board,
764334,PITTSFORD,RUTLAND,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.0731682860261,43.69635237318937,6668 WHIPPLE HOLLOW RD ,05744,Vermont Enhanced 911 Board,
764620,WHITING,ADDISON,Addison County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.19996542913593,43.87308063810053,133 N MAIN ST ,05778,Vermont Enhanced 911 Board,
762093,SUNDERLAND,BENNINGTON,Bennington County RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.12857362290602,43.079036969409046,919 SUNDERLAND HILL RD ,05250,Vermont Enhanced 911 Board,
764597,ELMORE,LAMOILLE,Lamoille County PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.48158071164103,44.4804827670587,1108 TALLMAN RD ,05680,Vermont Enhanced 911 Board,
762694,CRAFTSBURY,ORLEANS,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.3144942596312,44.67164278609834,2667 S ALBANY RD ,05827,Vermont Enhanced 911 Board,
762268,SAINT ALBANS TOWN,FRANKLIN,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.06515927227103,44.78849335011387,137 HILLCREST HTS ,05478,Vermont Enhanced 911 Board,
764416,MORGAN,ORLEANS,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-71.97941819786256,44.8750051057771,1162 CAMP WINAPE RD ,05872,Vermont Enhanced 911 Board,
763762,LUNENBURG,ESSEX,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-71.67074366963932,44.48142030022882,0 RIVA VUE RD ,05906,Vermont Enhanced 911 Board,
621073,DOVER,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-72.86098394333463,42.9351152473538,10 SPRING HILL RD ,05356,Vermont Enhanced 911 Board,
763020,SPRINGFIELD,WINDSOR,Mount Ascutney RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.47356461658762,43.29955121725607,22 WOODBURY RD ,05156,Vermont Enhanced 911 Board,EXCLUDE
763334,EAST MONTPELIER,WASHINGTON,Central Vermont RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.47688929236315,44.299476985725825,380 OLD TRAIL RD ,05651,Vermont Enhanced 911 Board,
763588,MORRISTOWN,LAMOILLE,Lamoille County PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.62896398666707,44.5644962690844,280 TERRILL GORGE LN ,05661,Vermont Enhanced 911 Board,
762611,GRAND ISLE,GRAND ISLE,Northwest RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-73.35079900436115,44.69906525282037,12 CAMP VERMONT CT ,05458,Vermont Enhanced 911 Board,
763067,STRAFFORD,ORANGE,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.35282490701209,43.83585838540497,35 MINE RD ,05070,Vermont Enhanced 911 Board,
763050,CAMBRIDGE,LAMOILLE,Lamoille County PC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-72.8289202214684,44.64620371404432,26 DEPOT ST ,05464,Vermont Enhanced 911 Board,
764176,MANCHESTER,BENNINGTON,Bennington County RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-73.05662815026831,43.178329544252364,100 BONNET ST ,05255,Vermont Enhanced 911 Board,
763153,VERGENNES,ADDISON,Addison County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.24724799275316,44.157520720655135,28 MAPLE MNR ,05491,Vermont Enhanced 911 Board,
763019,SPRINGFIELD,WINDSOR,Mount Ascutney RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.4740081896736,43.299308394422106,98 SUMMER HL ,05156,Vermont Enhanced 911 Board,EXCLUDE
763623,WINDSOR,WINDSOR,Mount Ascutney RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.39837249523916,43.49453261384881,171 PARADISE DR ,05089,Vermont Enhanced 911 Board,
764585,SHEFFIELD,CALEDONIA,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.09493568756974,44.603358361244425,434 MOSHER RD ,05866,Vermont Enhanced 911 Board,
764352,LINCOLN,ADDISON,Addison County RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-72.97025599960439,44.062847999775265,70 BOOSKA LN ,05443,Vermont Enhanced 911 Board,
764610,ELMORE,LAMOILLE,Lamoille County PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.5000696328107,44.48065398221473,1573 HARDWOOD FLATS RD ,05680,Vermont Enhanced 911 Board,
765631,MANCHESTER,BENNINGTON,Bennington County RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2023,UNKNOWN,-73.06359453192619,43.18103230150078,0 WEST RD ,05255,Vermont Enhanced 911 Board,
762238,VERNON,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.55142577630036,42.803232970062766,206 LAUREL LEDGES ,05354,Vermont Enhanced 911 Board,
620918,LUNENBURG,ESSEX,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-71.76178263945836,44.4690568860829,1734 W LUNENBURG RD ,05906,Vermont Enhanced 911 Board,
762518,BERLIN,WASHINGTON,Central Vermont RPC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2022,UNKNOWN,-72.54810209818203,44.23115120719458,68 MANSFIELD LN ,05641,Vermont Enhanced 911 Board,
762641,NEWBURY,ORANGE,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.11061440243601,44.083977907551194,479 CHALMERS HILL RD ,05051,Vermont Enhanced 911 Board,
455777,SHREWSBURY,RUTLAND,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.89287815843895,43.55961426250793,1650 UPPER COLD RIVER RD ,05738,Vermont Enhanced 911 Board,
762417,COVENTRY,ORLEANS,Northeastern Vermont Dev. Assoc.,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-72.21467665310372,44.87103463369451,3976 AIRPORT RD ,05855,Vermont Enhanced 911 Board,
765378,MOUNT HOLLY,RUTLAND,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.84495024630075,43.426995672913655,150 BOWLSVILLE RD S ,05730,Vermont Enhanced 911 Board,
